epoch,train_loss,val_loss,val_macro_f1
1,1.04756494363149,1.0291553139686584,0.33975642308975645
2,0.9273251162634956,1.0580572485923767,0.2943551301510599
3,0.867856933010949,1.0460187494754791,0.31316176843815036
4,0.813780791229672,1.0565239489078522,0.31557451996342584
5,0.7435178889168633,1.1019048988819122,0.3026295071642261
6,0.6858309838506911,1.117494821548462,0.31058658323782384
7,0.6262503266334534,1.1180484890937805,0.31858612580834805
8,0.5674273437923856,1.3420955836772919,0.2462439521263051
9,0.5389667087131076,1.149722307920456,0.33622211122211126
