epoch,train_loss,val_loss,val_macro_f1
1,1.1291665898429022,1.0514293909072876,0.43267227830450805
2,1.0013235608736675,1.0327059626579285,0.37189533784286527
3,0.9351085821787516,1.0558167397975922,0.4608793997572547
4,0.9036328858799405,1.0312584340572357,0.4495556202056772
5,0.8490232295460172,1.0298742651939392,0.46205048372536056
6,0.7824303838941786,1.0569862723350525,0.3828383758560107
7,0.7242842713991801,1.0413636267185211,0.4523080059354045
8,0.6709988249672784,1.051956981420517,0.37063382508961934
9,0.6140109101931254,0.9750831425189972,0.49409460363375296
10,0.5512786308924357,0.9998843967914581,0.45570025088804433
11,0.5232699314753214,1.170425295829773,0.4110351045834917
12,0.490141404999627,1.459380328655243,0.3781691257021653
13,0.45432388451364303,1.275871217250824,0.4195178064432539
14,0.423420743809806,1.438215732574463,0.3976137961897455
15,0.397667537132899,1.5885485410690308,0.4000990537757736
16,0.35983439286549884,1.306172251701355,0.4472404728394391
17,0.34255825148688424,1.5164363980293274,0.4826651440870611
