epoch,train_loss,val_loss,val_macro_f1
1,1.0573047995567322,1.0821253061294556,0.3073481566632252
2,0.9142694605721368,1.13980370759964,0.2330892076085851
3,0.8220316304100884,1.0470754504203796,0.3946732627703636
4,0.7664874659644233,1.0536106824874878,0.38964750267470016
5,0.6979879670672946,1.0886611938476562,0.356388196464017
6,0.6424666378233168,1.142488420009613,0.2992582542372993
7,0.5611327191193899,1.1486713290214539,0.42953598760050377
8,0.5316057900587717,1.1008625030517578,0.3557366949869432
9,0.46581191486782497,1.0628811717033386,0.4401220675539255
10,0.41701754927635193,1.1235604882240295,0.3566699330837206
11,0.39493684967358905,1.2152661681175232,0.39927579616867215
12,0.3596277998553382,1.376897394657135,0.2838517226033584
13,0.3195041749212477,1.4654659628868103,0.39650358773646444
14,0.3002520915534761,1.6677688360214233,0.2870797720797721
15,0.27049584521187675,1.6221364736557007,0.41225791752107543
16,0.24344341291321647,1.8530746698379517,0.40522192584048256
17,0.2412511044078403,1.875683844089508,0.33179643207054493
