epoch,train_loss,val_loss,val_macro_f1
1,1.0776844885614183,1.0757040977478027,0.36186371100164205
2,0.9719000856081644,1.0584645867347717,0.3797494653538109
3,0.8938707179493375,1.034691572189331,0.46384827160314207
4,0.8225285543335809,1.019382655620575,0.47486432736710826
5,0.7531399793095059,1.053744375705719,0.478751761360457
6,0.6799701849619547,1.075627326965332,0.469387378663162
7,0.6040923529201083,1.111685574054718,0.46778328084587245
8,0.5407990680800544,1.2061735391616821,0.3488142028288013
9,0.47170374790827435,1.2501450777053833,0.4692233657750899
10,0.4419456422328949,1.4503912925720215,0.4085435711671111
11,0.41712770859400433,1.5216978788375854,0.3696556671449067
12,0.3803826438056098,1.7613121271133423,0.24271577943799794
13,0.3832819130685594,1.811037003993988,0.3536851339718194
