epoch,train_loss,val_loss,val_macro_f1
1,1.0338168144226074,1.0109172463417053,0.3177518263744467
2,0.901515907711453,0.9916069209575653,0.3349556991311203
3,0.8458947671784295,0.9673306047916412,0.33786492889828046
4,0.7789991365538703,0.9485704898834229,0.3412606692410806
5,0.7154576314820184,0.999990850687027,0.3578477234251092
6,0.6406284239557054,1.0130937099456787,0.3220124729457759
7,0.586014684703615,1.1358333826065063,0.3624218270810409
8,0.5405209892325931,1.3524949550628662,0.27946134532468914
9,0.5163294076919556,1.3440964818000793,0.2909436488909048
10,0.458672175804774,1.5473718643188477,0.3576809663766185
11,0.4423430760701497,1.61319237947464,0.31214214602918927
12,0.4179489115873973,1.7390905618667603,0.26833553201639954
13,0.37149643235736424,1.8376672863960266,0.3309691338888419
14,0.3688155346446567,2.014749228954315,0.23953266707199675
15,0.33774404724438983,2.107406497001648,0.2947970595029418
