epoch,train_loss,val_loss,val_macro_f1
1,1.0529405342208014,0.978771984577179,0.3335328979196904
2,0.914118594593472,0.9819482564926147,0.3455072312431473
3,0.8398734794722663,0.9981793761253357,0.2832385690594646
4,0.7996440860960219,1.025461584329605,0.27789392179636085
5,0.7516686916351318,1.1058606803417206,0.23423423423423426
6,0.696323017279307,1.1473425328731537,0.2635517143053794
7,0.6426585912704468,1.2076900005340576,0.2551440329218107
8,0.61160499519772,1.4281571507453918,0.25081120057685374
9,0.5499143434895409,1.4339488744735718,0.27240273981847013
10,0.5496170123418173,1.3879343271255493,0.303950721251469
